2.54,0.01,1.45,6.33,0.00,89.66,
2.74,0.25,1.24,0.00,0.00,95.77,
2.79,0.00,2.28,7.36,0.00,87.56,
3.01,0.00,2.51,22.56,0.00,71.93,
2.27,0.00,2.27,23.43,0.00,72.04,
2.04,0.00,1.27,37.40,0.00,59.29,
2.50,0.00,2.00,39.75,0.00,55.75,
2.02,0.00,1.01,40.66,0.00,56.31,
2.01,0.00,1.50,40.60,0.00,55.89,
2.27,0.00,1.01,41.81,0.00,54.91,
2.51,0.00,1.01,39.70,0.00,56.78,
0.77,0.26,1.02,43.37,0.00,54.59,
2.76,0.00,1.01,41.21,0.00,55.03,
1.76,0.00,1.76,41.71,0.00,54.77,
2.01,0.00,1.26,40.95,0.00,55.78,
1.52,0.00,1.02,43.65,0.00,53.81,
1.28,0.00,1.02,43.37,0.00,54.34,
2.48,0.00,1.74,43.92,0.00,51.86,
1.27,0.00,1.02,43.65,0.00,54.06,
2.26,0.00,1.51,40.70,0.00,55.53,
1.77,0.00,1.27,43.80,0.00,53.16,
2.99,0.00,1.25,41.15,0.00,54.61,
2.74,0.00,1.25,38.90,0.00,57.11,
1.77,0.00,1.01,40.15,0.00,57.07,
2.03,0.00,0.76,44.67,0.00,52.54,
1.50,0.00,1.75,43.36,0.00,53.38,
1.77,0.00,1.01,40.15,0.00,57.07,
0.51,0.00,1.52,43.40,0.00,54.57,
2.01,0.00,1.26,42.21,0.00,54.52,
2.27,0.00,0.51,41.41,0.00,55.81,
1.75,0.00,1.50,39.10,0.00,57.64,
2.71,0.25,1.97,39.66,0.00,55.42,
1.27,0.00,1.27,41.52,0.00,55.95,
1.27,0.00,1.27,40.25,0.00,57.22,
1.98,0.00,2.72,40.59,0.00,54.70,
2.02,0.00,0.76,43.69,0.00,53.54,
1.76,0.00,1.26,43.72,0.00,53.27,
1.78,0.00,0.76,44.53,0.00,52.93,
2.49,0.00,1.49,44.03,0.00,51.99,
2.25,0.00,1.75,42.50,0.00,53.50,
1.28,0.00,1.02,42.09,0.00,55.61,
1.76,0.25,1.26,41.81,0.00,54.91,
1.01,0.00,2.03,43.80,0.00,53.16,
1.28,0.00,1.02,43.11,0.00,54.59,
2.01,0.00,1.01,44.47,0.00,52.51,
3.23,0.00,1.49,39.70,0.00,55.58,
1.78,0.00,1.53,43.00,0.00,53.69,
2.02,0.00,1.01,44.33,0.00,52.64,
1.78,0.00,0.76,45.69,0.00,51.78,
2.26,0.00,1.50,42.61,0.00,53.63,
2.26,0.00,1.26,45.23,0.00,51.26,
1.26,0.00,1.52,44.95,0.00,52.27,
2.04,0.00,1.02,41.98,0.00,54.96,
1.27,0.00,1.27,42.64,0.00,54.82,
1.75,0.00,1.75,43.11,0.00,53.38,
1.02,0.00,1.52,41.12,0.00,56.35,
1.27,0.25,1.27,40.76,0.00,56.46,
2.01,0.00,2.26,42.96,0.00,52.76,
1.77,0.00,1.77,44.70,0.00,51.77,
