['Device', 'tps', 'kB_read/s', 'kB_wrtn/s', 'kB_read', 'kB_wrtn'],P.Read,Power const.,P.Write,P.Idle,%idle,Idle const,Total Power
sda,37,3968,46752,3968,46752,4999.7,1.26,58907.5,706.8,58.9,0.6,63907.2
sda,50,5632,25484,5632,25484,7096.3,1.26,32109.8,723.0,60.25,0.6,39206.2
sda,16,1152,60992,1152,60992,1451.5,1.26,76849.9,880.2,73.35,0.6,78301.4
sda,27,2688,46736,2688,46736,3386.9,1.26,58887.4,621.5,51.79,0.6,62274.2
sda,98,10112,28936,10112,28936,12741.1,1.26,36459.4,674.0,56.17,0.6,49200.5
sda,6,0,56000,0,56000,0,1.26,70560,768.6,64.05,0.6,70560
sda,28,2688,55768,2688,55768,3386.9,1.26,70267.7,586.6,48.88,0.6,73654.6
sda,47,5376,38176,5376,38176,6773.8,1.26,48101.8,606.1,50.51,0.6,54875.5
sda,34,3584,45472,3584,45472,4515.8,1.26,57294.7,645.2,53.77,0.6,61810.6
sda,39,4224,51616,4224,51616,5322.2,1.26,65036.2,818.0,68.17,0.6,70358.4
sda,29,2944,46736,2944,46736,3709.4,1.26,58887.4,667.3,55.61,0.6,62596.8
sda,36,3584,32868,3584,32868,4515.8,1.26,41413.7,744.0,62,0.6,45929.5
sda,52,4864,42392,4864,42392,6128.6,1.26,53413.9,784.9,65.41,0.6,59542.6
sda,30,2944,48792,2944,48792,3709.4,1.26,61477.9,834.2,69.52,0.6,65187.4
sda,50,5376,46752,5376,46752,6773.8,1.26,58907.5,779.9,64.99,0.6,65681.3
sda,7,0,56960,0,56960,0,1.26,71769.6,727.9,60.66,0.6,71769.6
sda,74,8832,26240,8832,26240,11128.3,1.26,33062.4,824.3,68.69,0.6,44190.7
sda,32,3072,56144,3072,56144,3870.7,1.26,70741.4,820.0,68.33,0.6,74612.2
sda,6,0,54272,0,54272,0,1.26,68382.7,795.0,66.25,0.6,68382.7
sda,89,9088,25156,9088,25156,11450.9,1.26,31696.6,787.9,65.66,0.6,43147.4
sda,27,2432,56568,2432,56568,3064.3,1.26,71275.7,693.5,57.79,0.6,74340
sda,10,256,54128,256,54128,322.6,1.26,68201.3,698.8,58.23,0.6,68523.8
sda,47,5248,51600,5248,51600,6612.5,1.26,65016,838.2,69.85,0.6,71628.5
sda,55,6272,30400,6272,30400,7902.7,1.26,38304,742.7,61.89,0.6,46206.7
sda,28,2816,51584,2816,51584,3548.2,1.26,64995.8,864.5,72.04,0.6,68544
sda,32,3072,56144,3072,56144,3870.7,1.26,70741.4,790.0,65.83,0.6,74612.2
sda,90,8960,23564,8960,23564,11289.6,1.26,29690.6,714.0,59.5,0.6,40980.2
sda,44,512,48392,512,48392,645.1,1.26,60973.9,729.1,60.76,0.6,61619
sda,15,0,54656,0,54656,0,1.26,68866.6,883.2,73.6,0.6,68866.6
sda,55,3456,46256,3456,46256,4354.6,1.26,58282.6,775.8,64.65,0.6,62637.1
sda,10,0,69728,0,69728,0,1.26,87857.3,662.6,55.22,0.6,87857.3
sda,34,256,46560,256,46560,322.6,1.26,58665.6,721.2,60.1,0.6,58988.2
sda,56,6400,41536,6400,41536,8064,1.26,52335.4,649.1,54.09,0.6,60399.4
sda,26,128,71904,128,71904,161.3,1.26,90599,639.6,53.3,0.6,90760.3
sda,91,9472,17792,9472,17792,11934.7,1.26,22417.9,759.0,63.25,0.6,34352.6
sda,18,1280,60320,1280,60320,1612.8,1.26,76003.2,648.2,54.02,0.6,77616
sda,27,256,57120,256,57120,322.6,1.26,71971.2,719.4,59.95,0.6,72293.8
sda,46,3712,46420,3712,46420,4677.1,1.26,58489.2,628.9,52.41,0.6,63166.3
sda,21,0,75264,0,75264,0,1.26,94832.6,583.3,48.61,0.6,94832.6
sda,68,4992,23200,4992,23200,6289.9,1.26,29232,793.0,66.08,0.6,35521.9
sda,88,7296,34908,7296,34908,9193,1.26,43984.1,707.3,58.94,0.6,53177
sda,7,0,64864,0,64864,0,1.26,81728.6,713.9,59.49,0.6,81728.6
sda,42,1792,53628,1792,53628,2257.9,1.26,67571.3,583.3,48.61,0.6,69829.2
sda,8,0,67200,0,67200,0,1.26,84672,631.7,52.64,0.6,84672
sda,22,2176,41728,2176,41728,2741.8,1.26,52577.3,792.0,66,0.6,55319
sda,58,4480,51744,4480,51744,5644.8,1.26,65197.4,574.4,47.87,0.6,70842.2
sda,7,0,65856,0,65856,0,1.26,82978.6,580.3,48.36,0.6,82978.6
sda,97,9728,27104,9728,27104,12257.3,1.26,34151,680.9,56.74,0.6,46408.3
sda,12,256,66528,256,66528,322.6,1.26,83825.3,665.3,55.44,0.6,84147.8
sda,9,256,51124,256,51124,322.6,1.26,64416.2,592.4,49.37,0.6,64738.8
sda,50,3584,51744,3584,51744,4515.8,1.26,65197.4,587.9,48.99,0.6,69713.3
sda,7,0,65856,0,65856,0,1.26,82978.6,597.0,49.75,0.6,82978.6
sda,122,11520,23340,11520,23340,14515.2,1.26,29408.4,697.0,58.08,0.6,43923.6
sda,13,256,52512,256,52512,322.6,1.26,66165.1,808.2,67.35,0.6,66487.7
sda,11,256,69044,256,69044,322.6,1.26,86995.4,849.0,70.75,0.6,87318
sda,44,3328,45700,3328,45700,4193.3,1.26,57582,683.6,56.97,0.6,61775.3
sda,7,0,65856,0,65856,0,1.26,82978.6,868.9,72.41,0.6,82978.6
sda,70,6528,41056,6528,41056,8225.3,1.26,51730.6,673.3,56.11,0.6,59955.8
sda,9,256,52416,256,52416,322.6,1.26,66044.2,824.0,68.67,0.6,66366.7
sda,10,256,57168,256,57168,322.6,1.26,72031.7,800.0,66.67,0.6,72354.2
sda,80,7572,25168,7572,25168,9540.7,1.26,31711.7,640.8,53.4,0.6,41252.4
sda,8,0,67872,0,67872,0,1.26,85518.7,581.8,48.48,0.6,85518.7
sda,30,1048,51144,1048,51144,1320.5,1.26,64441.4,456.8,38.07,0.6,65761.9
sda,11,0,61152,0,61152,0,1.26,77051.5,501.2,41.77,0.6,77051.5
sda,11,264,57164,264,57164,332.6,1.26,72026.6,543.5,45.29,0.6,72359.3
sda,59,3920,196,3920,196,4939.2,1.26,247,580.3,48.36,0.6,5186.2
sda,27,520,55872,520,55872,655.2,1.26,70398.7,775.9,64.66,0.6,71053.9
sda,6.93,0,66344.55,0,67008,0,1.26,83594.1,872.8,72.73,0.6,83594.1
