6.09,0.04,1.21,9.03,0.00,83.63,
3.76,0.00,2.51,0.75,0.00,92.98,
6.82,0.00,1.52,19.44,0.00,72.22,
11.84,0.00,1.01,13.60,0.00,73.55,
13.78,0.00,1.75,10.53,0.00,73.93,
11.08,0.00,2.02,12.85,0.00,74.06,
8.52,0.00,1.25,24.81,0.00,65.41,
10.86,0.00,1.52,26.52,0.00,61.11,
6.77,0.00,1.50,25.31,0.00,66.42,
2.75,0.00,0.75,41.50,0.00,55.00,
3.01,0.00,0.50,24.31,0.00,72.18,
5.51,0.00,1.75,22.81,0.00,69.92,
11.56,0.00,1.76,24.62,0.00,62.06,
12.12,0.00,1.52,14.65,0.00,71.72,
1.25,0.00,1.25,24.50,0.00,73.00,
18.34,0.00,2.01,6.03,0.00,73.62,
12.28,0.00,1.50,12.78,0.00,73.43,
7.50,0.00,1.25,25.00,0.00,66.25,
8.56,0.00,1.26,16.62,0.00,73.55,
8.25,0.00,2.00,19.25,0.00,70.50,
1.77,0.00,0.51,35.70,0.00,62.03,
19.05,0.00,2.51,9.52,0.00,68.92,
6.30,0.00,1.01,27.46,0.00,65.24,
11.36,0.00,1.01,13.89,0.00,73.74,
10.33,0.00,1.76,14.11,0.00,73.80,
1.26,0.00,0.25,24.18,0.00,74.31,
19.05,0.00,3.01,4.76,0.00,73.18,
5.03,0.00,1.51,31.91,0.00,61.56,
1.77,0.00,1.77,22.22,0.00,74.24,
1.52,0.00,1.01,22.98,0.00,74.49,
1.51,0.00,1.76,32.75,0.00,63.98,
1.26,0.00,1.26,50.00,0.00,47.47,
0.75,0.00,0.50,54.25,0.00,44.50,
0.76,0.00,1.26,41.06,0.00,56.93,
1.77,0.00,0.76,48.48,0.00,48.99,
1.26,0.00,2.02,39.04,0.00,57.68,
2.01,0.00,3.01,21.80,0.00,73.18,
2.02,0.00,2.27,26.26,0.00,69.44,
2.02,0.00,1.77,22.22,0.00,73.99,
2.00,0.00,3.25,25.75,0.00,69.00,
1.78,0.00,2.03,34.01,0.00,62.18,
1.72,0.00,1.72,60.21,0.00,36.36,
1.38,0.00,0.92,73.73,0.00,23.96,
1.25,0.00,3.24,67.33,0.00,28.18,
1.26,0.00,0.75,82.91,0.00,15.08,
0.50,0.00,0.50,66.67,0.00,32.33,
0.25,0.00,0.76,50.63,0.00,48.36,
0.25,0.00,1.75,68.42,0.00,29.57,
0.50,0.00,0.50,73.87,0.00,25.13,
0.50,0.00,0.75,79.30,0.00,19.45,
0.50,0.00,1.00,68.25,0.00,30.25,
0.00,0.00,3.27,59.19,0.00,37.53,
0.00,0.00,0.00,88.66,0.00,11.34,
0.50,0.00,0.50,90.77,0.00,8.23,
0.00,0.00,0.25,58.44,0.00,41.31,
0.25,0.00,1.00,53.13,0.00,45.61,
0.25,0.00,0.25,58.29,0.00,41.21,
1.25,0.00,1.00,54.50,0.00,43.25,
1.25,0.00,1.25,38.60,0.00,58.90,
1.00,0.00,0.25,55.50,0.00,43.25,
1.01,0.00,1.01,48.36,0.00,49.62,
1.50,0.00,0.50,50.25,0.00,47.75,
1.50,0.00,1.25,62.16,0.00,35.09,
1.26,0.00,0.25,41.06,0.00,57.43,
0.76,0.00,1.01,43.69,0.00,54.55,
0.25,0.00,0.50,59.80,0.00,39.45,
0.50,0.00,1.51,54.16,0.00,43.83,
0.75,0.00,0.75,50.75,0.00,47.74,
0.50,0.00,0.25,53.40,0.00,45.84,
0.25,0.00,1.01,58.94,0.00,39.80,
0.25,0.00,1.25,62.41,0.00,36.09,
0.37,0.00,1.10,62.09,0.00,36.45,
0.49,0.00,2.21,66.42,0.00,30.88,
0.41,0.00,0.41,66.12,0.00,33.06,
0.50,0.00,0.25,55.39,0.00,43.86,
0.75,0.00,4.77,45.98,0.00,48.49,
0.00,0.00,0.00,49.75,0.00,50.25,
0.00,0.00,0.25,49.62,0.00,50.13,
1.01,0.00,0.25,52.26,0.00,46.48,
0.25,0.00,1.00,56.50,0.00,42.25,
0.25,0.00,1.00,76.44,0.00,22.31,
0.50,0.00,0.50,74.44,0.00,24.56,
0.50,0.00,0.75,73.62,0.00,25.13,
0.00,0.00,1.01,65.99,0.00,33.00,
0.50,0.00,0.25,59.40,0.00,39.85,
0.50,0.00,1.50,47.87,0.00,50.13,
0.50,0.00,0.00,33.67,0.00,65.83,
0.25,0.00,0.75,58.29,0.00,40.70,
0.25,0.00,0.75,35.93,0.00,63.07,
0.25,0.00,1.76,51.51,0.00,46.48,
0.25,0.00,0.50,45.73,0.00,53.52,
1.50,0.00,0.25,40.40,0.00,57.86,
0.25,0.00,0.76,35.01,0.00,63.98,
0.75,0.00,0.25,25.31,0.00,73.68,
0.25,0.00,1.76,38.44,0.00,59.55,
0.75,0.00,0.25,32.58,0.00,66.42,
0.25,0.00,0.76,26.45,0.00,72.54,
0.75,0.00,0.75,35.18,0.00,63.32,
0.00,0.00,3.26,24.81,0.00,71.93,
0.25,0.00,0.50,37.09,0.00,62.16,
0.25,0.00,0.75,28.57,0.00,70.43,
0.50,0.00,1.50,24.31,0.00,73.68,
0.25,0.00,0.76,35.01,0.00,63.98,
0.50,0.00,0.75,44.47,0.00,54.27,
0.25,0.00,0.75,38.75,0.00,60.25,
0.75,0.00,0.50,52.76,0.00,45.98,
0.00,0.00,0.25,43.72,0.00,56.03,
0.25,0.00,1.01,31.74,0.00,67.00,
0.76,0.00,0.76,31.49,0.00,67.00,
0.76,0.00,1.26,45.59,0.00,52.39,
0.25,0.00,3.02,34.17,0.00,62.56,
1.01,0.00,0.76,31.49,0.00,66.75,
1.00,0.00,0.50,36.34,0.00,62.16,
0.75,0.00,2.00,46.25,0.00,51.00,
1.01,0.00,0.50,49.75,0.00,48.74,
2.01,0.00,0.75,45.86,0.00,51.38,
1.51,0.00,0.50,58.54,0.00,39.45,
1.00,0.00,1.00,52.24,0.00,45.77,
1.01,0.00,0.76,42.32,0.00,55.92,
1.25,0.00,1.75,37.59,0.00,59.40,
0.76,0.00,0.76,31.99,0.00,66.50,
1.50,0.00,0.75,39.75,0.00,58.00,
1.01,0.00,2.52,26.70,0.00,69.77,
0.25,0.00,0.50,24.37,0.00,74.87,
1.25,0.00,0.75,44.50,0.00,53.50,
2.00,0.00,1.75,35.00,0.00,61.25,
0.50,0.00,4.76,31.33,0.00,63.41,
0.51,0.00,0.00,25.06,0.00,74.43,
1.25,0.00,0.75,26.50,0.00,71.50,
0.51,0.00,0.51,47.98,0.00,51.01,
1.51,0.00,0.50,51.64,0.00,46.35,
1.26,0.00,0.50,57.04,0.00,41.21,
1.01,0.00,2.51,56.53,0.00,39.95,
2.00,0.00,0.50,51.00,0.00,46.50,
1.25,0.00,0.75,56.25,0.00,41.75,
1.01,0.00,1.01,24.12,0.00,73.87,
0.00,0.00,0.75,30.65,0.00,68.59,
0.76,0.00,0.76,39.65,0.00,58.84,
1.00,0.00,4.50,48.00,0.00,46.50,
1.00,0.00,0.50,51.38,0.00,47.12,
1.01,0.00,0.75,37.19,0.00,61.06,
1.00,0.00,0.50,38.60,0.00,59.90,
0.75,0.00,1.01,40.20,0.00,58.04,
0.75,0.00,1.00,60.40,0.00,37.84,
1.01,0.00,0.50,60.05,0.00,38.44,
1.00,0.00,2.00,59.00,0.00,38.00,
1.01,0.00,3.03,75.76,0.00,20.20,
0.25,0.00,2.78,93.69,0.00,3.28,
0.75,0.00,0.25,70.43,0.00,28.57,
0.00,0.00,0.76,57.43,0.00,41.81,
0.75,0.00,0.75,62.31,0.00,36.18,
0.25,0.00,1.51,55.42,0.00,42.82,
0.50,0.00,0.50,65.41,0.00,33.58,
0.75,0.00,0.75,36.93,0.00,61.56,
1.26,0.00,0.75,33.92,0.00,64.07,
0.76,0.00,0.50,28.72,0.00,70.03,
1.51,0.00,0.75,30.15,0.00,67.59,
1.25,0.00,2.01,27.32,0.00,69.42,
1.50,0.00,0.50,32.92,0.00,65.09,
1.51,0.00,6.03,38.19,0.00,54.27,
0.47,0.00,4.15,81.10,0.00,14.28,
0.25,0.00,5.00,94.75,0.00,0.00,
0.48,0.00,3.09,96.44,0.00,0.00,
0.24,0.00,4.00,90.11,0.00,5.65,
0.22,0.00,3.45,71.34,0.00,25.00,
0.30,0.00,2.10,94.59,0.00,3.00,
0.25,0.00,4.51,85.46,0.00,9.77,
0.25,0.00,3.02,81.91,0.00,14.82,
0.25,0.00,4.24,95.51,0.00,0.00,
0.50,0.00,4.73,94.28,0.00,0.50,
0.15,0.00,3.48,89.56,0.00,6.81,
1.34,0.00,6.04,67.79,0.00,24.83,
0.00,0.00,3.43,75.98,0.00,20.59,
0.26,0.00,4.21,59.21,0.00,36.32,
0.00,0.00,3.26,55.14,0.00,41.60,
0.50,0.00,4.77,59.80,0.00,34.92,
0.25,0.00,5.00,94.75,0.00,0.00,
0.13,0.00,3.02,78.21,0.00,18.64,
25.00,0.00,0.00,50.00,0.00,25.00,
0.25,0.00,3.79,91.92,0.00,4.04,
0.00,0.00,6.27,93.73,0.00,0.00,
0.11,0.00,3.63,96.26,0.00,0.00,
0.26,0.00,4.08,95.66,0.00,0.00,
0.23,0.00,3.33,75.20,0.00,21.24,
0.25,0.00,0.25,99.25,0.00,0.25,
0.00,0.00,0.25,87.97,0.00,11.78,
0.00,0.00,0.50,62.41,0.00,37.09,
0.00,0.00,0.25,74.69,0.00,25.06,
0.00,0.00,0.25,75.13,0.00,24.62,
0.00,0.00,0.50,79.20,0.00,20.30,
0.00,0.00,0.25,65.33,0.00,34.42,
0.25,0.00,0.25,53.13,0.00,46.37,
1.01,0.00,3.54,72.22,0.00,23.23,
7.44,0.00,19.35,46.90,0.00,26.30,
1.01,0.00,3.53,71.79,0.00,23.68,
0.00,0.00,1.25,92.50,0.00,6.25,
0.98,0.00,10.57,86.24,0.00,2.21,
0.26,0.00,5.13,94.62,0.00,0.00,
0.25,0.00,5.68,88.40,0.00,5.68,
0.26,0.00,4.34,70.41,0.00,25.00,
