6.12,0.04,1.21,9.03,0,83.6
4.76,0,3.01,0.5,0,91.73
2.8,0,2.04,21.63,0,73.54
2.53,0,2.02,21.21,0,74.24
3.02,0,1.51,21.91,0,73.55
2.51,0,0.5,38.85,0,58.15
3.27,0,1.76,40.7,0,54.27
3,0,2.25,23.75,0,71
3.02,0,2.02,21.91,0,73.05
3.02,0,2.02,21.41,0,73.55
3.01,0,1.75,22.06,0,73.18
1.26,0,0.5,47.1,0,51.13
4.01,0,2.51,20.8,0,72.68
2.49,0,2,21.95,0,73.57
0.75,0,0.5,7.54,0,91.21
0.76,0,0.25,1.26,0,97.73
1.25,0,0.25,1,0,97.5
0.51,0,0.25,1.01,0,98.23
2,0,0.25,0,0,97.76
1,0,0.75,1.25,0,97
