1.08,0.00,0.65,18.27,0.00,80.00,
4.00,0.00,1.25,0.25,0.00,94.50,
2.51,0.00,2.01,19.80,0.00,75.69,
2.04,0.00,0.51,21.63,0.00,75.83,
1.03,0.00,1.54,21.59,0.00,75.84,
0.51,0.00,0.76,23.35,0.00,75.38,
2.77,0.00,2.02,21.16,0.00,74.06,
12.85,0.00,2.77,10.58,0.00,73.80,
1.01,0.00,1.51,22.67,0.00,74.81,
1.53,0.00,3.06,20.41,0.00,75.00,
1.00,0.00,1.00,55.14,0.00,42.86,
1.01,0.00,2.02,48.61,0.00,48.36,
2.03,0.00,1.01,52.66,0.00,44.30,
1.75,0.00,0.25,55.89,0.00,42.11,
1.26,0.00,1.01,33.92,0.00,63.82,
0.00,0.00,0.25,1.50,0.00,98.25,
0.25,0.00,0.00,0.50,0.00,99.25,
0.25,0.00,0.00,1.25,0.00,98.50,
0.00,0.00,0.25,7.81,0.00,91.94,
0.00,0.00,0.25,1.75,0.00,97.99,
0.25,0.00,0.50,0.75,0.00,98.51,
0.25,0.00,0.00,0.50,0.00,99.25,
0.00,0.00,0.25,0.00,0.00,99.75,
0.00,0.00,0.25,0.00,0.00,99.75,
0.00,0.00,0.00,0.00,0.00,100.00,
0.00,0.00,0.00,1.75,0.00,98.25,
0.25,0.00,0.25,0.00,0.00,99.50,
0.00,0.00,0.25,0.00,0.00,99.75,
0.00,0.00,0.00,0.00,0.00,100.00,
0.00,0.00,0.25,0.00,0.00,99.75,
